clr.Ag,clr.Cu,clr.Pb,clr.Zn,clr.Mo,clr.Ni,clr.Cd,clr.Te,clr.Ba,clr.As,clr.Sb,clr.Hg
-0.594250096,4.097931467,-0.930292594,-2.576629925,-2.265293661,-3.797844535,-7.709867541,-0.012499233,-2.232858385,1.579123266,0.052377069,-3.828393393
-0.505846264,4.24040252,-1.17506276,-2.8497842,-2.510063827,-3.959446325,-8.137172496,-0.257269398,-2.687814872,0.887995303,0.140780901,-3.739989561
-0.6577519,4.640565467,-1.281476471,-2.899879024,-2.616477538,-3.029090755,-8.271527663,-0.363683109,-3.164265533,0.736089667,-0.011124735,-3.891895197
-0.596895534,3.750445542,-0.692205714,-1.733581674,-2.840640127,-3.195513449,-7.5273903,-0.587845699,-2.433373397,2.471861874,0.049731631,-3.831038831
-0.543605673,4.091417476,-0.76915235,-2.359739571,-2.104153417,-3.585691282,-7.658056938,0.148641012,-2.069343793,0.850235893,0.103021491,-3.322273442
-0.655813115,4.178542936,-1.07026032,-2.679889125,-2.405261387,-3.830461153,-7.825865767,-0.152466958,-2.745271884,0.738028451,-0.00918595,-3.889956412
-0.590655816,4.302196443,-1.149841866,-2.817476393,-2.484842932,-3.476722022,-8.059913301,-0.232048504,-2.171396723,0.803185751,0.055971349,-3.824799113
-0.756022975,4.159302139,-1.132036042,-2.778011942,-2.110362165,-2.880290791,-7.831206851,-0.21424268,-2.33617919,0.637818592,-0.10939581,-3.028755105
-0.433576369,4.10907346,0.033232369,-2.097502467,-1.932880487,-3.758900118,-7.243479109,0.319913941,-1.775602437,2.515635889,0.213050796,-2.163642269
-0.644393071,4.425082723,-1.268117642,-2.991239818,-2.603118709,-3.638924624,-8.222115903,-0.35032428,-2.830466597,0.749448496,0.002234094,-3.878536368
-0.532266491,4.394108459,-1.317711801,-2.331660973,-2.652712868,-4.418428555,-8.028170688,-0.399918439,-2.331660973,1.38732635,0.114360674,-3.766409788
-0.48557577,5.218206704,0.817341396,-1.888246102,-1.451342146,-4.092690927,-7.451328694,0.039312231,-2.546053916,2.510156503,0.161051395,-3.719719067
-0.52063545,4.829353927,0.124293159,-2.049386769,-0.97431913,-3.876237558,-7.291823677,0.228653174,-1.409349414,1.504317907,0.125991715,-3.754778747
-0.547434921,4.473250709,-0.155636004,-2.360234642,-2.12174886,-4.080898189,-7.690640323,0.131045568,-1.543473505,0.846406645,0.099192244,-2.89654003
-0.496805154,4.337550898,-1.176135516,-2.34861474,-2.511136583,-4.553744497,-7.969330616,-0.258342154,-2.422117202,0.897036413,0.149822011,-3.730948451
-0.43301181,4.536380526,-1.341755336,-2.173408272,-2.676756403,-4.551630779,-7.967216898,-0.423961975,-2.713351294,0.960829757,0.213615355,-3.667155107
-0.553937494,4.138244069,-0.385282128,-2.177041597,-1.771576489,-3.604157952,-7.558740572,0.124542996,-1.71961675,3.010031311,0.092689671,-2.651728174
-0.474960005,4.258043552,-0.83725073,-2.476701523,-2.172251797,-4.236712294,-7.785829806,0.080542632,-2.255710825,0.918881562,0.17166716,-3.709103302
-0.604396939,4.416288691,-0.263988968,-2.415158395,-2.230101824,-4.109754116,-7.776654663,0.022692605,-1.54054036,0.789444628,0.042230226,-3.164811141
-0.462973948,3.73673113,0.295031805,-1.505833747,-1.496727664,-2.861668901,-6.857073515,0.399391821,-1.465424209,2.633563025,0.183653217,-3.217544164
-0.521999243,3.743663803,-0.692598222,-2.025069843,-1.670924345,-3.510455107,-6.771890546,0.225195139,-0.842070162,2.123530602,0.124627922,-2.780132573
-0.58220824,4.637328248,-1.188494409,-2.761437104,-2.523495475,-4.057875136,-8.300139828,-0.270701047,-2.823130673,0.811633326,0.064418925,-3.816351537
-0.598400453,4.186562844,-1.267616949,-2.651181604,-2.602618015,-3.704331519,-7.88205769,-0.349823587,-2.60571923,0.795441114,0.048226712,-3.83254375
-0.564023963,4.466611998,-1.212700584,-2.789068479,-2.547701651,-3.877209467,-8.11947416,-0.294907222,-2.708216382,0.829817604,0.082603202,-3.79816726
-0.541507908,4.316658792,-1.080635979,-2.506077827,-2.415637046,-4.196367836,-7.917335605,-0.162842617,-2.361683322,0.852333659,0.105119257,-3.775651205
-0.622076822,4.247785918,-1.23779067,-2.519280137,-2.572791737,-3.834115534,-7.977940154,-0.319997308,-2.770594565,0.771764744,0.024550343,-3.856220119
-0.477972877,4.380193823,-1.325904264,-2.696533432,-2.660905331,-4.445733287,-8.21799435,-0.408110902,-2.806736572,0.91586869,0.168654288,-3.018968993
-0.511165485,4.123857665,-1.058939143,-2.397234633,-2.393940209,-4.51749817,-7.778933609,-0.141145781,-2.658599397,1.362964982,0.13546168,-3.745308782
-0.451476863,4.007089849,-0.523202839,-2.632896446,-1.858203905,-4.330626966,-7.672105112,0.394590523,-1.553242071,1.738990932,0.195150302,-2.549267544
-0.460024969,4.259555568,-0.769111658,-2.357298789,-2.104112725,-3.941418893,-7.490536405,0.148681704,-1.808732837,2.608732439,0.186602195,-2.926913114
-0.562797481,4.234744598,-1.079978804,-2.623429507,-2.414979871,-4.133337824,-7.854305592,-0.162185443,-2.404947968,0.831044086,0.083829684,-3.341465249
-0.460325512,3.739379566,-1.000899715,-1.860358399,-2.335900781,-3.315645632,-7.136696859,-0.083106353,-1.990720217,2.37110371,0.186301653,-3.694468809
-0.230960494,3.822141109,-0.182591294,-1.9129516,-1.517592361,-3.838242461,-6.5606814,0.735202067,-0.955838873,1.162881072,0.41566667,-3.465103791
-0.37244084,4.386880026,-1.159016732,-2.417103513,-2.494017799,-4.17496143,-7.947222493,-0.24122337,-2.880234263,1.021400727,0.274186325,-3.606584137
-0.572363619,4.671465562,-1.193425073,-2.293772152,-2.528426139,-4.126353616,-8.080936236,-0.275631711,-3.145524363,2.040376402,0.074263546,-3.326933836
-0.418278289,4.697717521,-0.51857601,-2.048381921,-2.261545315,-4.660288261,-7.516258592,-0.008750887,-1.776885173,2.465336687,0.228348876,-3.652421586
-0.464940946,4.109457581,-1.279373793,-2.447320775,-2.61437486,-3.96974731,-7.92432993,-0.361580431,-2.636941634,0.928900621,0.181686219,-3.699084243
-0.388505279,3.811199799,-0.965963095,-1.712692942,-2.300964162,-3.189959081,-7.011010309,-0.048169733,-1.890676097,2.754862994,0.258121886,-3.622648576
-0.480073711,4.094324816,-0.76519612,-2.633051633,-2.100197186,-4.099388702,-7.583967693,0.152597242,-2.476705563,0.913767856,0.166553454,-3.714217008
-0.409635583,4.505689531,-0.752745249,-2.052508272,-2.087746316,-4.355093365,-7.328846732,0.165048113,-1.428353963,2.318415285,0.236991582,-2.9506317
-0.482733271,4.209448292,-0.972926449,-2.568164302,-2.307927516,-4.133799592,-7.549385711,-0.055133088,-2.629722195,0.911108296,0.163893894,-3.716876568
-0.386975916,4.471190784,-0.74059356,-2.497189117,-2.075594627,-4.681991174,-7.655744541,0.177199802,-1.937573329,1.930647054,0.259651249,-3.621119213
-0.15839887,3.624412404,-0.112630452,-1.927509412,-1.447631519,-3.992964712,-6.966718078,0.80516291,-1.508058062,1.235442696,0.488228295,-3.392542167
-0.437995948,4.443427615,-0.845864181,-2.631232484,-2.180865248,-3.945553345,-7.612453893,0.071929181,-2.370016985,0.955845619,0.208631217,-3.672139245
-0.384078515,4.606147908,-1.273639221,-2.478549405,-2.608640288,-4.647603105,-7.909038545,0.312984013,-2.537389905,1.535514326,0.26254865,-3.618221812
-0.388239686,4.289955635,-1.200472312,-2.198065068,-2.535473379,-4.152864165,-7.701981677,0.306108215,-2.506612279,1.00560188,0.258387479,-3.622382983
-0.41478316,4.60590247,-0.952463004,-1.841347078,-2.287464071,-4.726655534,-7.029240627,-0.034669643,-2.613691301,1.902839811,0.231844005,-3.648926457
-0.557515026,4.240027052,-0.942009909,-2.916539525,-2.277010975,-3.386543154,-7.851951398,-0.024216547,-2.18507348,0.83632654,0.089112139,-3.791658323
-0.402456693,4.343792091,-0.820177223,-2.660205334,-2.155178289,-3.881419945,-7.79344295,0.097616139,-2.188600423,0.991384874,0.244170472,-3.63659999
-0.181671229,4.222828261,-0.285218071,-2.890720931,-1.620219138,-4.159232256,-7.132985623,0.632575291,-1.82385734,1.212170338,0.464955936,-3.415814526
-0.306004562,4.466219709,-0.883462378,-2.430311525,-2.218463445,-5.576616657,-7.739439808,0.034330983,-2.22671257,1.087837005,0.340622603,-3.060574779
-0.449650307,4.140252407,-0.894769811,-1.913685679,-2.229770877,-4.004426776,-7.178850839,0.023023551,-1.859027267,1.400949663,0.196976858,-3.683793604
-0.255906419,4.318492108,-0.407497435,-2.128791433,-1.742498502,-4.194246733,-7.1680001,0.510295927,-1.672972439,1.137935148,0.390720746,-2.986946139
-0.548899153,4.388404868,0.531824103,-2.083748208,-2.309757491,-4.674015374,-7.935450813,-0.056963062,-2.868462582,1.798137703,0.097728012,-3.78304245
-0.241841913,4.332556614,-0.459436262,-2.312274244,-1.794437328,-4.209394229,-7.470829668,0.4583571,-2.05957189,1.151999653,0.404785252,-2.972881633
-0.435796841,4.479528274,-0.890410087,-2.465342138,-2.225411153,-3.595703125,-7.806219119,0.027383275,-2.563782211,0.958044726,0.210830324,-3.669940138
-0.430310605,4.219311343,-0.862629935,-2.258080512,-2.197631001,-3.962828604,-7.224264044,0.055163427,-1.643714209,1.396191812,0.21631656,-3.664453902
-0.299701474,4.027836975,-0.227615748,-2.394031629,-1.562616814,-4.791926901,-7.36021516,0.690177614,-1.685846571,1.094140092,0.346925691,-2.784608124
-0.514585959,4.231662825,-0.814523453,-2.207687546,-2.14952452,-3.899363556,-7.314949676,0.103269909,-1.686390622,2.064252511,0.132041206,-3.748729256
-0.42545062,4.455972943,-1.227721902,-2.655772193,-2.562722968,-4.670675213,-8.086261332,-0.30992854,-2.978999203,0.968390947,0.221176545,-3.659593917
-0.402684424,4.467178316,-0.94470267,-2.47654591,-2.279703737,-5.217385934,-7.785674193,-0.026909309,-2.566494147,1.581446938,0.243942741,-3.088261769
-0.347160425,4.128798029,1.96088784,-1.803447158,-1.763082934,-3.227481847,-6.568959994,0.489711494,-1.073932334,1.046681141,0.29946674,-3.581303722
-0.437785877,4.359756201,-1.030447857,-2.873258863,-2.365448923,-3.912682281,-8.0565069,-0.112654495,-2.579497745,0.956055689,0.208841288,-3.671929174
-0.24171907,4.332679457,-0.039296842,-2.419488213,-1.782266147,-4.733123142,-7.706876509,0.470528282,-1.647143991,1.152122496,0.404908095,-3.475862367
-0.38119693,4.403766367,-1.143757946,-2.382406623,-2.478759012,-4.443829659,-7.859415778,-0.225964584,-2.561098412,1.012644637,0.265430235,-3.615340227
-0.155755003,3.555597307,0.166502948,-1.575827252,-1.168498119,-3.805841652,-6.884955535,1.084296309,-1.677609946,1.238086564,0.490872162,-2.91032522
-0.300206818,4.43279674,-0.481211719,-2.440838718,-1.816212785,-4.412391298,-7.58681536,0.436581643,-1.840473271,1.501602987,0.346420347,-2.785113467
-0.206020309,3.344989351,0.176220346,-1.634908068,-1.158780721,-3.741748584,-6.71550195,1.094013708,-1.364262182,1.187821258,0.440606856,-2.786237139
-0.469066867,4.400795874,-1.023988518,-2.251864732,-2.358989585,-4.311888187,-7.653366334,-0.106195156,-1.964182659,1.770997869,0.177560298,-3.703210164
-0.354242527,4.515620213,-0.748821529,-2.574960882,-2.083822595,-3.770200006,-7.682223011,0.168971833,-2.536246369,1.039599039,0.292384638,-3.588385824
-0.62308903,4.510925285,1.362975233,-1.927036951,-2.360995541,-4.725497763,-7.466337787,-0.108201112,-3.135604447,2.162670156,0.023538135,-3.857232327
-0.413889447,3.808288487,-0.599026585,-2.170408331,-1.934027652,-3.66705075,-7.15162974,0.318766777,-1.604416326,0.97995212,0.232737718,-3.648032744
-0.464752291,3.976114843,-0.850934938,-2.011290845,-2.185936004,-3.289696244,-7.157267487,0.066858424,-1.938087441,2.067018667,0.181874873,-3.698895588
-0.445865173,4.533998462,-1.002210313,-2.894453561,-2.337211379,-3.928527328,-8.17079202,-0.084416951,-2.64067304,0.947976393,0.200761991,-3.68000847
-0.651176673,4.727183401,-1.483039155,-2.988218932,-2.818040221,-3.681366113,-8.409138621,-0.565245793,-2.828588787,0.742664894,-0.004549508,-3.88531997
-0.615931985,4.490931341,-0.261041163,-2.267020936,-2.697157649,-4.549403322,-8.033982312,-0.44436322,-2.405423259,1.504331551,0.03069518,-1.309079166
-0.643479581,4.559527605,-1.330328776,-2.776819512,-2.665329842,-3.726686539,-8.216787395,-0.412535414,-2.815285793,0.750361985,0.003147584,-3.877622878
-0.593974947,4.264191753,-1.085686729,-3.058238962,-2.420687796,-4.7207867,-7.895210762,-0.167893367,-2.618872302,0.79986662,0.052652218,-3.828118244
-0.439690383,4.150212331,-0.578405684,-2.505871313,-1.913406751,-4.029366796,-7.639108929,0.339387677,-1.96474034,0.954151184,0.206936782,-2.854392774
-0.535569872,3.664135206,-0.320952371,-2.97301175,-2.063921676,-3.915054978,-7.827077984,0.188872753,-1.467052886,0.858271694,0.111057293,-3.095984075
-0.554920629,3.752415113,-0.3413251,-1.777488696,-2.777441586,-3.105675426,-7.31619142,-0.524647157,-2.085315334,2.455849522,0.091706536,-3.789063926
-0.519385764,4.373466494,-1.271475481,-2.410793815,-2.606476547,-4.516668614,-7.932254733,-0.353682119,-2.250451165,0.874455802,0.127241401,-3.753529061
-0.651019859,4.543619078,-1.310019152,-2.719430192,-2.645020219,-3.728094244,-7.938610238,-0.39222579,-1.936334774,0.742821708,-0.004392694,-3.885163156
-0.467339119,4.330202959,-1.125053891,-2.610342142,-2.460054957,-4.643263668,-7.817687731,-0.207260529,-2.737093848,0.926502448,0.179288046,-3.701482416
-0.560710011,4.439772912,-0.996244777,-2.580903361,-2.331245844,-4.330103215,-7.879220727,-0.078451415,-1.893205785,1.336409974,0.085917154,-3.364070392
-0.42166976,3.945089403,-0.602674661,-2.391575414,-1.937675727,-4.096323507,-7.357758946,0.315118701,-1.611416857,0.972171807,0.224957405,-2.770774868
-0.495980435,4.093922279,-0.645436978,-2.671056779,-1.980438045,-4.306812,-7.79139099,0.272356384,-2.194580635,2.710700117,0.15064673,-3.056394637
-0.54004761,3.807293467,-0.667905041,-2.085041114,-2.002906108,-3.213506366,-7.081077609,0.249888321,-1.568350371,2.335056676,0.106579555,-3.774190907
-0.471798095,4.398064645,-0.747548363,-2.901846914,-2.08254943,-5.218616642,-7.94105558,0.170244998,-2.621232008,0.922043472,0.17482907,-1.940157409
-0.401912514,4.524462437,-1.31065604,-2.356190912,-2.645657107,-5.102392879,-8.363828319,-0.392862678,-3.121391411,0.991929053,0.244714651,-3.636055811
-0.56428422,4.351040894,-0.472300502,-2.702157311,-2.438413358,-4.529008101,-7.94459422,-0.18561893,-1.947709605,1.591697398,0.082342945,-3.29532394
-0.478491452,4.293732818,-1.28962215,-2.550802368,-2.624623216,-4.889105544,-8.063529606,-0.371828788,-2.542068688,0.915350114,0.168135713,-3.712634749
-0.62197847,4.259445093,0.019810418,-2.308070863,-2.416306067,-4.576754404,-8.061333395,-0.163511639,-2.294372019,1.362152892,0.024648695,-3.019873743
-0.480962808,4.722044379,-1.256174942,-2.907028958,-2.591176008,-4.504632413,-8.114374546,-0.33838158,-2.712872943,0.912878759,0.165664357,-3.715106105
-0.554933999,4.795055378,-1.101271907,-2.315044021,-2.436272974,-4.879993378,-7.73596371,-0.183478545,-1.896839887,0.838907567,0.091693166,-3.789077296
-0.502336681,4.477526954,-1.399007626,-2.442312496,-2.734008693,-4.801592933,-8.063028372,-0.481214264,-2.786689913,0.891504886,0.144290484,-3.736479978
-0.619193102,3.970709612,-0.562516925,-1.819651541,-1.661129213,-3.189685381,-7.400201375,-0.458156909,-2.112813079,2.484169836,0.027434063,-3.853336399
-0.473227708,4.537407586,-0.994837083,-2.577581076,-2.32983815,-4.358167245,-7.842746236,-0.077043721,-2.431488458,0.920613859,0.173399457,-3.707371005
-0.455745133,4.584743125,-0.338851701,-2.556311956,-2.304964558,-4.858897049,-7.938010931,-0.052170129,-2.025683705,0.938096434,0.190882032,-3.68988843
-0.461229595,4.285019189,-1.231859819,-2.427215614,-2.566860886,-4.194877532,-8.015928759,-0.314066457,-2.411086232,0.932611972,0.18539757,-3.695372892
-0.58938036,4.347923661,-0.418769959,-2.634380113,-2.161739264,-4.280631999,-7.82974951,0.091055164,-1.632685722,1.757656495,0.057246805,-3.368048129
-0.632867194,3.925782976,-0.760724626,-2.728154744,-2.095725692,-3.315941409,-7.49366758,0.157068736,-2.542751521,0.760974372,0.013759971,-3.867010491
-0.383956208,4.074610504,-0.063750943,-2.082973625,-1.806720248,-4.434348882,-7.290319213,0.44607418,-1.124718694,1.55761554,0.262670957,-2.765322178
-0.573173722,4.832774308,-0.595185319,-2.32039668,-0.880364261,-4.000038851,-7.174462913,0.322608043,-0.955516413,0.820667844,0.073453443,-3.236772161
-0.57473513,3.866132005,-0.601589351,-2.184118246,-1.936590418,-3.339083471,-7.251106477,0.316204011,-1.591775765,2.528627808,0.071892035,-3.808878427
-0.537028666,4.309303577,-1.018061475,-2.79294606,-2.353062542,-4.146088214,-8.058111219,-0.100268114,-2.646853441,1.313571303,0.109598499,-3.245078867
