clr.Ag,clr.Cu,clr.Pb,clr.Zn,clr.Mo,clr.Ni,clr.Cd,clr.Te,clr.Ba,clr.As,clr.Sb,clr.Hg
-0.615114113,3.692221629,-0.41953709,-1.844360342,-2.385649946,-3.241954259,-7.109525502,-0.132855517,-1.727826526,2.242748366,0.031513052,-3.84925741
-0.504912078,4.432391943,-0.478054624,-2.614194613,-2.221023929,-4.58363526,-7.845070699,0.031770499,-1.926878353,1.479219284,0.141715087,-3.168510517
-0.692785136,3.614550606,0.420331839,-2.091008068,-2.133567682,-3.317453728,-7.185024971,0.119226746,-1.708015816,2.354619148,-0.046157971,-3.926928433
-0.602215945,3.764543218,0.125729741,-2.104831086,-2.022704672,-3.259796311,-7.171819317,0.230089756,-1.599499981,2.385911729,0.04441122,-3.836359242
-0.556661286,4.654644704,-0.794512152,-2.777618077,-2.760625009,-3.864254175,-7.972987474,-0.50783058,-2.839749858,0.837180281,0.089965879,-3.790804583
-0.560526182,4.074496967,-0.101208116,-3.236635773,-2.403793209,-4.261140089,-8.369873389,-0.15099878,-2.199717053,0.833315384,0.086100982,-3.101522299
-0.655268563,4.282035458,-0.464495392,-2.362869725,-2.430608249,-3.95210493,-7.724365993,-0.17781382,-1.95062493,1.427953701,-0.008641399,-3.318867002
-0.588274113,4.536771532,-0.765129631,-2.626673566,-2.100130697,-4.58676835,-7.665882232,0.152663731,-1.933526385,1.395857249,0.058353052,-3.34284433
-0.61170568,4.686611686,-0.871682482,-2.950225551,-2.614651787,-4.502505049,-8.169405597,-0.361857358,-2.758147819,0.782135886,0.034921484,-3.845848977
-0.443689097,4.161481089,-0.480158776,-3.693038231,-1.815159843,-4.826136695,-8.547104464,0.437634585,-3.126184775,1.858895996,0.202938068,-2.659262813
-0.558791303,3.80796786,-0.607009875,-1.697683707,-2.755444288,-3.140673412,-7.318399583,-0.50264986,-2.075962675,2.341630791,0.087835862,-3.7929346
-0.327646896,3.48906593,0.499603269,-1.802981824,-1.243366036,-4.015954758,-6.738393697,1.009428393,-1.376897428,1.066194671,0.318980269,-2.849594817
-0.646599381,4.268725733,-0.986181707,-3.013446171,-2.321182773,-3.500741298,-8.038470203,-0.068388345,-2.708064522,0.747242186,2.77839E-05,-3.267638205
-0.555916854,4.266317837,-0.99145162,-2.771955578,-2.326452687,-3.968206336,-8.002831664,-0.073658258,-2.726493204,0.837924713,0.090710311,-3.310487071
-0.583828391,4.585277244,0.212459549,-2.188331068,-1.984765028,-4.64791991,-7.727033792,-0.088645544,-1.900648995,2.134272146,0.062798774,-3.817971688
-0.500794454,3.525638903,-0.196820385,-1.624170049,-2.162933241,-3.255586868,-7.327952524,0.089861187,-1.113344425,2.616082203,0.145832711,-3.164392892
-0.595047377,4.565400196,-1.088275459,-2.763746334,-2.423276526,-3.445464819,-8.006183242,-0.170482097,-2.686359671,0.79879419,0.051579788,-3.829190674
-0.542683914,4.600219349,-0.307821969,-2.475563099,-2.273934826,-4.842686713,-7.81644008,-0.021140397,-2.330381089,2.768743469,0.103943251,-3.776827211
-0.578464908,4.799895166,-1.123365001,-2.636927043,-2.458366067,-4.162983347,-7.93524441,-0.205571639,-2.440216749,0.815376659,0.068162257,-3.812608205
-0.491339661,3.708365417,0.046343417,-2.865804682,-2.102090996,-4.075642606,-7.685384739,0.150703432,-1.808989522,0.902501906,0.155287504,-3.032335777
-0.500990018,4.977120459,0.583522147,-1.925595115,-1.613702431,-3.831764935,-7.006188997,0.282417054,-1.377629944,0.892851549,0.145637147,-3.735133315
-0.649678564,4.565751143,0.551523888,-1.96262086,-2.54599108,-4.430720392,-7.580603345,-0.293196652,-2.6061711,1.247441421,-0.003051399,-3.883821861
-0.208901543,4.977298525,0.180638414,-2.663348986,-1.154362653,-4.773562186,-6.936385337,1.098431776,-1.925750043,1.184940023,0.437725621,-3.44304484
-0.580700513,4.535295297,0.660677511,-2.124651684,-1.285232638,-4.983672912,-7.537572433,-0.082260334,-2.190464903,3.440312776,0.476668817,-2.363410147
-0.607528361,3.982374353,-0.957480759,-2.442364424,-2.700450064,-4.025369079,-7.937392085,-0.447655635,-3.171879249,0.786313206,0.039098804,-3.841671658
-0.572323296,4.438311998,-1.110003141,-2.630285806,-2.445004208,-3.92956879,-7.88415141,-0.192209779,-2.187641695,0.821518271,0.074303869,-3.303363015
-0.534078441,4.171896444,-0.679606337,-2.58111274,-2.422575642,-4.030586003,-7.942609008,-0.169781214,-2.889414099,0.859763126,0.112548724,-3.768221738
-0.626411023,4.277740791,-0.969520689,-3.027778521,-2.304521756,-3.573005572,-8.038413816,-0.051727327,-2.75102552,0.767430544,0.020216142,-3.86055432
-0.671818599,5.102638834,0.412810826,-1.753623769,-0.895521993,-4.764623515,-8.106101662,-0.608840421,-2.289378776,2.960570668,-0.025191434,-3.078082121
-0.533406838,4.276557761,-0.825964225,-2.988920189,-2.160965292,-3.791266662,-7.825891989,0.091829137,-2.800867958,0.860434729,0.113220327,-3.312074606
-0.469425501,4.520800921,-1.039895169,-2.905214347,-2.374896235,-4.426683486,-8.147651255,-0.122101807,-2.465847687,0.924416066,0.177201664,-3.703568798
-0.476220761,4.34601393,-0.875803943,-2.332439634,-2.21080501,-3.706155213,-7.478416276,0.041989419,-1.811538359,1.714247034,0.170406404,-2.890923152
-0.430561338,4.354401958,-1.12981764,-2.337239459,-2.464818706,-4.467453326,-7.728888765,-0.212024278,-2.357240125,0.963280228,0.216065827,-3.664704635
-0.565989539,4.713206786,0.903966976,-1.843279305,-2.193547992,-4.837224268,-7.253138046,0.059246436,-2.701368637,1.781047317,0.080637626,-3.344657307
-0.460452935,4.580035322,0.34072499,-2.032654371,-2.095391496,-4.01365584,-7.27509128,0.157402932,-1.481282653,2.118385534,0.18617423,-3.694596232
-0.58072156,4.152281997,1.492241015,-1.573839455,-1.637022651,-3.641304806,-6.79118776,0.615771778,-1.353108451,4.083289126,0.828045657,-2.529666613
-0.627861242,4.469785429,0.14076408,-2.550562971,-2.295352406,-4.610586427,-7.952064574,-0.042557978,-1.573416963,0.765980325,0.018765923,-2.992966692
-0.475024461,5.07628942,0.512685553,-1.770823121,-1.433224596,-3.702344532,-6.781458415,0.462894889,-1.18464806,0.918817106,0.171602704,-3.709167758
-0.573702646,4.272629597,0.016166185,-2.257227102,-2.419950301,-4.479769487,-7.821247634,-0.167155872,-2.688010018,1.410428716,0.072924519,-3.807845943
-0.613329803,4.132918981,-1.069516614,-2.659731491,-2.40451768,-4.059097933,-7.780065702,-0.151723252,-2.21604517,0.780511764,0.033297362,-3.8474731
-0.640173981,4.217992719,-0.616700625,-2.564826341,-2.35966993,-3.930067293,-7.191502733,-0.106875502,-1.371548826,0.753667586,0.006453184,-3.418841749
-0.40083429,3.752350772,0.278212766,-1.972685709,-1.870221647,-3.969239591,-7.143663653,0.382572781,-1.185351313,0.993007277,0.245792875,-3.634977587
-0.495722797,4.062927374,-0.883590363,-2.853757151,-2.21859143,-3.983621984,-7.804673211,0.034202999,-2.633695267,0.89811877,0.150904368,-3.729866094
-0.540803492,4.396500529,-1.04308141,-2.875623961,-2.378082477,-2.638494167,-7.914832627,-0.125288048,-2.50357485,0.853038075,0.105823673,-3.774946789
-0.459388834,4.218806487,-0.954130921,-2.38920965,-2.289131988,-4.147067568,-7.631646558,-0.03633756,-2.27015029,0.934452732,0.187238331,-3.693532131
-0.492192729,4.389230834,-1.026969814,-2.475605082,-2.361970881,-3.908419459,-7.729470686,-0.109176452,-2.399065005,0.901648838,0.154434436,-3.726336026
-0.456974234,4.412888506,-0.959252152,-2.677931025,-2.294253218,-4.152332654,-7.873300423,-0.04145879,-2.396291267,1.626248031,0.189652931,-3.691117531
-0.318691777,3.925465064,0.26169831,-2.031717206,-1.704414546,-3.977627355,-7.152051417,0.548379882,-1.319276822,1.968625844,0.327935388,-3.552835074
-0.437599246,5.101880178,0.102508076,-2.231790538,-2.200077017,-4.578827394,-7.753251456,0.052717411,-2.36160215,0.956242321,0.209027919,-3.671742543
-0.369110763,3.683990841,0.242419565,-2.113452911,-1.723693291,-4.10912457,-7.524710689,0.529101137,-2.25954553,1.024730804,0.277516402,-3.60325406
-0.427939626,4.430227075,-0.924193429,-2.391970316,-2.259194496,-4.195564243,-7.611150362,-0.006400067,-2.323762066,0.965901941,0.218687539,-3.662082923
-0.535868401,4.910084965,-0.00606381,-2.091016845,-1.972176667,-4.262265936,-7.603744083,0.280617762,-1.850481551,0.857973166,0.110758764,-3.770011698
-0.500194543,4.588149735,-1.15016734,-2.660063334,-2.485168407,-4.001905933,-7.913928938,-0.232373979,-2.436919783,0.893647024,0.146432622,-3.208244744
-0.505606246,4.637297016,0.631798847,-2.037435672,-2.209782747,-4.622690295,-7.436101012,0.043011682,-2.360927197,1.391513739,0.141020919,-3.739749543
-0.489387037,3.687328523,-0.301007165,-1.814565584,-2.04397647,-3.067328552,-6.934899795,0.208817958,-1.533398193,2.100880129,0.157240128,-3.723530334
-0.516404808,3.888094682,-0.255754075,-2.137183575,-1.99872338,-3.350206215,-7.217777458,0.254071048,-1.759117441,2.085161912,0.130222357,-3.750548105
-0.522314809,4.036335361,-0.761627682,-2.274491595,-2.096628748,-3.527254564,-7.481837184,0.15616568,-1.59936292,2.291095907,0.124312356,-2.460677753
-0.622579561,4.281572253,-1.311922522,-2.586793586,-2.646923588,-4.311542345,-7.978442892,-0.39412916,-2.389729747,0.771262006,0.024047604,-3.264671794
-0.437100143,4.432762597,-0.011534363,-2.226051936,-2.159968776,-4.333931413,-7.67540956,0.092825652,-1.908448184,1.701181899,0.209527022,-3.240460524
-0.524435304,4.309920748,-0.515717413,-1.842011481,-2.481830269,-3.713813658,-7.380714205,-0.229035841,-2.029474437,0.869406263,0.122191861,-3.758578601
0.664532607,5.511139538,1.155940145,-1.677491515,-1.089486534,-5.057089785,-6.980185257,-0.697444446,-4.561768348,3.501133871,2.521431379,-2.440842844
-0.684926723,4.492762656,1.258446646,-1.51307373,-2.317104122,-4.638859131,-7.05922726,-0.064309694,-2.725209845,1.67649887,-0.038299558,-3.392976924
-0.657287823,5.172103328,0.281495926,-1.694661529,-1.543053366,-4.692391805,-7.994649239,-0.563224613,-2.174695333,3.097549599,-0.010660658,-2.724681026
-0.628175749,4.558024319,-1.287175042,-2.74987825,-2.622176109,-3.488487804,-8.026216709,-0.369381681,-2.576859085,0.765665818,0.018451416,-2.73838895
-0.555582666,4.10842802,-0.685621123,-2.703917074,-1.663947246,-4.007973337,-7.728941106,0.232172238,-2.03975743,0.838258901,0.091044499,-2.180288051
-0.416290503,4.076762385,0.920887217,-2.066610949,-1.718170113,-4.66592795,-7.840352012,0.177949372,-2.458653036,3.201971384,0.230336662,-2.344182147
-0.613419738,4.684897629,-1.33221268,-2.760369178,-2.667213747,-3.629407025,-8.06949746,-0.414419318,-3.134085588,0.780421829,0.033207427,-3.321469939
-0.553098062,4.193150722,-1.293422937,-2.505792598,-2.628424003,-4.031848902,-8.027253516,-0.375629575,-2.946659634,0.840743505,0.093529103,-2.53447839
-0.641003414,4.2631484,-0.80770359,-2.520468464,-2.550672895,-4.312227933,-7.486651995,-0.297878467,-1.382247037,0.752838153,0.005623751,-2.644606879
-0.560926842,4.581976421,-1.222490239,-2.884190274,-2.557491306,-3.620822566,-8.204013846,-0.304696877,-2.950148242,0.832914725,0.085700323,-2.910031951
-0.49966584,4.694973097,-1.118057066,-2.42779275,-2.453058132,-4.121571811,-8.116976426,-0.200263704,-2.818659059,0.894175726,0.146961324,-3.278333609
-0.512960167,4.309274524,-1.2881723,-2.316648207,-2.623173367,-4.331551227,-7.880668739,-0.370378939,-2.394609748,0.8808814,0.133666998,-3.053956283
-0.468197863,4.435953951,-0.98093144,-2.663770912,-2.315932506,-3.641305269,-8.055420218,-0.063138078,-2.836240172,0.925643704,0.178429302,-2.971453651
-0.561221465,4.633417472,0.125811114,-2.266274854,-2.428088407,-4.743576905,-7.918000967,-0.175293978,-2.035526704,1.312909002,0.0854057,-2.735973187
-0.459495128,4.466879823,-1.060353874,-2.65759844,-2.395354941,-4.335244602,-7.944986736,-0.142560513,-2.364436902,1.391104841,0.187132037,-3.059914665
-0.611536292,4.303788822,-1.188994109,-2.793905982,-2.523995175,-2.259823496,-8.013086028,-0.271200747,-3.304731606,0.782305274,0.035090873,-3.845679589
-0.500307831,4.259013035,-0.972095582,-2.622099313,-2.307096648,-3.813493335,-7.768075955,-0.05430222,-2.572706558,0.893533736,0.146319334,-3.734451128
-0.574345852,4.000052675,-0.757419006,-2.293800092,-2.092420073,-3.597206793,-7.464778036,0.160374356,-1.782974468,2.821788227,0.072281313,-2.612238391
-0.571588659,4.309834904,-0.889741593,-2.941084457,-2.224742659,-3.819634861,-7.892000516,0.028051769,-2.319681181,0.822252908,0.075038506,-2.468708643
-0.578909416,4.127065469,-0.648901788,-2.419223866,-2.391871093,-3.48146851,-7.59020181,-0.139076664,-1.823240434,1.465846568,0.067717749,-3.813052713
-0.54946526,4.248076819,-0.992993673,-2.565945982,-2.32799474,-3.43094342,-7.673208112,-0.075200312,-2.592614229,0.844376307,0.097161905,-3.783608557
-0.517833878,4.462029758,-0.866211335,-2.950346864,-2.201212401,-3.628678958,-7.931568273,0.051582027,-2.445509282,0.876007689,0.128793287,-3.118253415
-0.622098718,4.621730463,-1.239152151,-2.858466774,-2.574153217,-3.87611,-8.053836171,-0.321358789,-2.93350196,0.771742848,0.024528447,-3.856242015
-0.354001878,3.993339199,-0.559547888,-2.110353076,-1.894548955,-3.733975623,-7.149561742,0.358245474,-1.84043346,1.670951478,0.292625287,-3.157362259
-0.592330855,4.277531886,-1.113940229,-2.671672391,-2.448941296,-3.492652943,-7.765689294,-0.196146868,-2.344769606,1.391800507,0.05429631,-3.095586643
-0.589871155,4.302981103,-1.131889402,-2.723800882,-2.466890468,-3.344627401,-7.882356306,-0.21409604,-3.028290073,0.803970412,0.05675601,-3.190290692
-0.591081503,4.378310833,-1.059768476,-2.710483129,-2.394769543,-3.540831431,-7.843720745,-0.141975114,-2.15453707,0.802760064,0.055545662,-3.299131704
-0.590023299,4.347280722,-1.216403915,-2.757806352,-2.194730037,-3.776375932,-8.216466368,-0.298610553,-2.54958845,0.803818267,0.056603866,-3.2980735
-0.436692015,4.056360872,0.409606345,-1.351231214,-2.026510141,-3.612994313,-6.692108195,0.226284288,-1.055767001,0.957149551,0.20993515,-3.670835312
-0.619432352,4.411203609,-1.18990202,-2.301269376,-2.524903087,-3.254374081,-7.496638774,-0.272108658,-1.814835206,0.774409215,0.027194813,-3.39810012
-0.411145962,4.115243346,0.087751091,-1.53762715,-1.878361765,-3.862191149,-6.835944516,0.374432663,-1.358935361,0.982695605,0.235481203,-3.645289259
-0.490629923,3.932218706,-0.093281783,-1.55321639,-2.241716197,-3.761490803,-6.840604686,0.011078232,-1.586739082,0.903211643,0.155997241,-3.72477322
-0.540629475,4.385745475,-0.926812121,-2.450228237,-2.261813188,-3.293315565,-7.596204879,-0.00901876,-1.878033667,0.853212092,0.10599769,-3.774772772
-0.483166846,4.537518784,-0.951853819,-2.652547023,-2.286854886,-4.087631549,-7.859892612,-0.034060457,-1.83633975,0.910674721,0.163460319,-3.237737063
-0.538810393,4.481875237,-0.963045604,-2.709204809,-2.29804667,-3.332393401,-7.719840103,-0.045252242,-2.389434422,0.855031174,0.107816772,-3.77295369
-0.598865259,4.461041085,-1.19289804,-2.746465991,-2.527899107,-3.958406965,-7.953811579,-0.275104678,-2.221455732,1.385266103,0.047761906,-2.346172965
-0.605737851,4.404897443,-1.212024019,-2.656891469,-2.547025086,-3.08674803,-7.852260866,-0.294230657,-2.051851556,0.788103716,0.040889314,-3.839881148
-0.524497736,4.018152093,-0.856987833,-2.378991214,-1.835313956,-3.600205825,-7.512228831,0.060805529,-1.515344216,1.851112492,0.122129429,-3.303165504
-0.558195885,4.161384652,-1.205574647,-2.748095454,-2.540575714,-3.241529335,-8.078501135,-0.287781285,-2.984484232,0.835645682,0.08843128,-3.792339182
-0.494691725,4.302850353,-0.836039276,-2.461188508,-2.171040343,-3.734154184,-7.555205411,0.081754086,-1.7482387,0.899149842,0.15193544,-2.943880292
-0.628843608,4.468803063,-1.190862521,-2.881713109,-2.525863588,-3.11532796,-7.934908017,0.228706629,-2.513988329,0.764997959,0.017783557,-3.862986905
-0.630741334,4.494304311,-1.125483422,-2.95652015,-2.460484488,-3.369052425,-7.995728817,-0.20769006,-3.141662583,0.763100232,0.015885831,-3.864884631
-0.611401566,4.368462069,-1.150529637,-2.49717167,-2.485530704,-3.012335695,-7.617505881,-0.232736276,-2.386629796,0.78244,0.035225599,-3.845544863
-0.632627296,4.304676725,-1.292909463,-2.503076064,-2.62791053,-3.646639741,-7.79046436,-0.375116102,-1.99005505,1.330450656,0.013999869,-3.866770593
-0.691806813,4.223518301,-0.9756691,-2.386810614,-2.718638405,-3.268358398,-7.758459254,-0.465843976,-2.471070958,0.702034753,-0.045179648,-2.866558535
-0.679021117,4.290371219,-1.296074549,-2.550756402,-2.631075616,-3.546184454,-7.849073768,-0.378281187,-2.4875775,1.122788688,-0.032393952,-3.259237946
-0.651079165,4.526610214,-0.7117979,-2.27480581,-2.454767205,-3.800862113,-7.573123176,-0.201972776,-1.620444654,1.57272505,-0.004452,-3.454439546
-0.682661657,4.600388237,-1.333928953,-2.912512712,-2.66893002,-3.785453003,-8.058489354,-0.416135591,-3.238909297,0.71117991,-0.036034492,-3.916804954
-0.750193973,4.501603378,-1.525406106,-2.841627279,-2.860407173,-3.799467013,-8.072503364,-0.607612745,-3.033294698,0.643647594,-0.103566808,-3.98433727
-0.718001181,4.21930284,-0.897192845,-2.600515014,-2.64016215,-3.745647318,-7.854380618,-0.387367722,-2.122024771,1.346172888,-0.071374017,-3.952144478
-0.651121999,4.43722228,-1.286743604,-2.776393663,-2.621744671,-3.715941257,-8.018830571,-0.368950242,-2.480127847,0.742719568,-0.004494834,-3.192118115
-0.577163352,4.682539178,-1.315118557,-2.700125132,-2.650119624,-4.144688401,-8.140093015,-0.397325196,-2.503751821,0.816678215,0.069463813,-3.811306649
-0.580390508,4.241844183,-0.874798035,-2.603155873,-2.209799101,-3.182974368,-7.697172776,0.042995327,-2.489827188,0.813451058,0.066236656,-2.728824922
-0.677450424,4.203973138,-1.302503899,-2.587248324,-2.637504966,-3.58742054,-7.829685233,-0.384710538,-1.811409428,1.478531195,-0.030823259,-3.911593721
-0.434309548,4.155593166,-0.888922794,-2.421841372,-2.223923861,-3.680302362,-7.675706976,0.028870567,-2.366578693,0.959532019,0.212317617,-3.668452845
-0.481106957,4.197088364,-0.747396417,-2.497687582,-2.082397483,-3.524840906,-7.668665526,0.170396945,-1.842280729,3.463705872,0.165520208,-2.846212407
-0.628008429,4.194226262,-1.035876662,-2.695113919,-2.014202785,-3.402054422,-7.76210215,-0.1180833,-1.988361087,0.765833138,0.018618736,-3.862151726
-0.609068078,4.306257036,-1.230129532,-2.750105637,-2.565130599,-3.558322147,-8.048423003,-0.31233617,-2.627503315,0.784773488,0.037559087,-3.843211375
-0.619498888,4.370727535,-1.117262125,-2.653117245,-2.095588248,-3.265295363,-7.848486642,-0.199468763,-2.068011547,0.774342679,0.027128277,-3.853642185
-0.589268917,4.431416713,-1.152701258,-2.553079124,-2.487702325,-3.457535398,-7.760424713,-0.234907896,-1.960015402,0.80457265,0.057358248,-3.823412214
-0.549458509,4.387845512,-1.211021906,-2.361020606,-2.546022973,-3.522153251,-7.732669245,-0.293228544,-2.402263564,0.844383058,0.097168656,-3.783601806
-0.4985393,4.347792943,-1.116930525,-2.133113186,-2.451931592,-2.885852463,-7.705432521,-0.199137163,-2.921570546,0.895302267,0.148087865,-3.732682597
-0.641740194,4.4277356,-1.152986782,-2.941746966,-2.487987848,-3.29842191,-8.10030239,-0.23519342,-3.061093723,0.752101373,0.004886971,-3.163688115
-0.544518777,4.414291449,0.103108888,-2.731693018,-2.199476205,-3.49383307,-8.008031478,0.053318224,-2.606529875,3.231372054,0.102108388,-2.925884748
-0.537754986,4.587290659,0.180556168,-2.794603008,-2.255560318,-3.834621133,-8.324721989,-0.002765889,-2.923220386,2.873492731,0.108872178,-1.798886205
-0.570232101,4.450453529,-0.937690796,-2.38433273,-1.916016919,-3.377584503,-7.555310674,-0.019897434,-2.069251683,0.823609466,0.076395064,-3.804375398
-0.557096675,4.301070026,-0.933109742,-2.542922802,-2.268110808,-3.511173273,-7.688899444,-0.01531638,-1.702884502,1.730220946,0.08953049,-3.791239972
-0.562018985,4.272337067,-0.594389365,-2.29632588,-2.33735867,-3.83677092,-7.503671468,-0.084564242,-2.272795382,2.771267191,0.08460818,-3.796162282
-0.555681554,4.314181186,-0.492581997,-2.365418,-2.235551302,-3.824033023,-7.596294086,0.017243126,-2.30890579,2.923224812,0.090945611,-3.789824851
-0.487267103,4.965200944,-1.232314536,-2.625042167,-2.567315603,-3.971062629,-7.692030397,-0.314521175,-2.393713031,0.906574464,0.159360062,-3.7214104
-0.49740677,4.730293029,-1.181755963,-2.866902568,-2.51675703,-4.090678,-8.086082614,-0.263962601,-2.809744155,1.304403035,0.149220395,-3.731550067
-0.564903423,4.344850646,-1.027359847,-2.547283252,-2.362360914,-3.760825508,-7.795450835,-0.109566485,-2.735335484,0.828938143,0.081723742,-3.79904672
-0.539359369,4.54898491,-1.038629766,-2.761136029,-2.373630832,-3.326943787,-7.932113973,-0.120836404,-2.950892564,0.854482198,0.107267796,-3.773502666
-0.546219998,4.614227575,-0.802372703,-2.520851187,-2.545342008,-4.048796065,-7.960819071,-0.292547579,-2.242647858,1.350899987,0.100407167,-3.780363295
-0.55437143,4.255593169,-1.071552753,-2.352931254,-2.40655382,-3.240234449,-7.5721113,-0.153759392,-2.306946141,0.839470137,0.092255735,-3.788514727
-0.579183824,4.084826862,-0.406614559,-2.20633067,-2.149583864,-2.698807155,-7.48266913,0.103210565,-2.071411352,0.814657743,0.067443341,-3.813327121
-0.518845626,4.339321074,-0.893153663,-2.556197478,-2.22815473,-3.682208741,-7.636791361,0.024639699,-2.225533583,0.874995941,0.127781539,-3.752988923
-0.638243478,4.309871459,-1.136006715,-2.801997445,-2.471007782,-4.005970249,-7.960552869,-0.218213353,-2.121429047,1.324834475,0.008383687,-3.441603859
-0.58976716,4.314384654,-1.050659861,-2.733189031,-2.385660928,-3.292804819,-7.853523242,-0.1328665,-2.555205876,0.804074407,0.056860005,-2.751273654
-0.587704878,4.22225972,-0.970509143,-2.494825325,-2.30551021,-3.532068667,-7.640801967,-0.052715781,-1.795368975,1.457051105,0.058922286,-3.821848175
-0.471420306,3.914387052,-0.153031573,-2.056357992,-2.119144429,-3.592592501,-7.202334634,0.13365,-1.484163422,1.918176164,0.175206859,-3.705563603
-0.624922301,4.500123344,-1.146531676,-3.051109216,-2.481532742,-3.596336267,-8.06174451,-0.228738314,-2.710504742,1.615142435,0.021704864,-3.859065598
-0.319795481,3.706637875,0.675538458,-1.531066588,-1.627046635,-3.61050813,-6.689622012,0.625747793,-1.249654129,1.074046085,0.326831684,-3.553938778
-0.502663327,3.37858802,-0.492612991,-1.89725649,-1.827614057,-2.80662678,-6.950451399,0.425180371,-1.403237985,0.89117824,0.143963838,-3.736806624
-0.486206267,3.064803393,-0.510642107,-1.830545746,-1.845643174,-2.973609797,-6.84118104,0.407151254,-1.302478316,2.388898019,0.160420898,-3.720349564
-0.332853247,3.579169758,-0.619839589,-1.740582889,-1.954840656,-3.627652538,-7.112231529,0.297953773,-2.258165295,1.984769723,0.313773918,-3.566996544
-0.693411784,3.711087707,-0.501039891,-1.729827865,-1.887334252,-3.2164702,-7.799661479,-0.684361948,-2.719067596,2.549417282,-0.046784619,-3.378989129
-0.481832412,3.67135265,-0.568303643,-1.528597236,-2.5344165,-3.173753231,-7.446789582,-0.281622071,-1.014268982,2.322445821,0.164794753,-2.966739062
-0.585102388,4.284760352,-1.002822918,-2.414496359,-2.337823984,-3.880833428,-7.701884655,-0.085029556,-1.92140956,1.776323205,0.061524777,-3.819245685
-0.359208284,3.314403698,0.396452802,-2.02497093,-1.751981611,-3.300039656,-7.021007424,0.500812817,-1.44045759,2.084455407,0.287418881,-1.733454307
-0.624857758,3.779641732,-0.19524339,-1.958542169,-2.161356246,-3.13126243,-7.165887757,0.091438182,-1.744968069,2.408053519,0.021769407,-3.074046325
-0.363460669,3.347891641,0.094962276,-2.346796978,-1.87115058,-4.067460525,-7.677202659,0.381643848,-2.025476546,2.15618893,0.283166496,-3.16682105
-0.518094036,4.291870563,0.217282379,-2.13707997,-2.218834106,-4.591214961,-7.765639024,0.033960322,-1.807326684,1.799528935,0.128533129,-3.752237333
-0.636919918,4.505983345,0.294992195,-2.244818184,-2.258907326,-3.382651186,-7.3780558,-0.006112898,-1.611094424,2.050721412,0.009707247,-3.871063215
-0.498057727,4.274166543,-0.129425869,-2.211655435,-2.095538725,-4.12119794,-7.382633379,0.157255703,-1.835419965,2.542126309,0.148569438,-3.732201024
-0.612103289,4.107477248,-0.960480746,-2.606604479,-2.295481813,-3.429804788,-7.789852516,-0.042687385,-2.016111452,1.372028072,0.034523876,-3.297680635
-0.246958444,3.882129067,-0.598832408,-2.18553565,-1.933833474,-4.488120743,-7.210559681,0.318960954,-1.478203834,1.146883123,0.399668721,-3.481101741
-0.211613219,2.768851583,-0.188952375,-1.66289243,-1.523953442,-4.060787703,-6.783226641,0.728840987,-0.996062558,1.590196586,0.435013946,-3.445756516
-0.374415425,3.754672085,-0.542920164,-1.95457164,-1.87792123,-3.638117525,-6.979595672,0.374873198,-1.493536681,2.192862222,0.27221174,-3.608558722
-0.597238784,4.443249473,0.652603454,-1.897632263,-1.139156015,-4.212639876,-6.722864333,0.063816289,-1.582551216,3.212785053,0.049388381,-2.546183837
-0.303489926,3.247519734,-0.320635333,-1.870789188,-1.6556364,-3.311150771,-6.978051318,0.597158028,-1.701712858,2.153245846,0.343137239,-3.537633223
-0.352062649,3.701038955,-0.146064505,-1.856814924,-1.481065572,-3.518212575,-7.002791566,0.771728857,-0.61313467,3.088743871,0.294564516,-3.586205946
-0.514303561,4.245017305,-1.404883116,-2.44254297,-2.739884183,-4.479424897,-7.453178264,-0.487089754,-1.049028361,1.955335617,0.132323604,-2.981191705
-0.371003515,4.33497137,-0.584597858,-2.13053879,-1.919598924,-3.822214801,-7.23780092,0.333195504,-1.751741929,2.123953471,0.27562365,-2.629136845
-0.437439498,4.197583651,-0.956099019,-2.133877293,-2.291100085,-4.201890139,-7.376314202,-0.038305657,-1.512189077,2.300463666,0.209187667,-3.671582795
-0.447620107,3.145949167,-0.181949631,-1.872375784,-1.516950698,-2.824384598,-6.691955841,0.735843731,-1.393638474,2.917583672,0.199007058,-3.681763404
-0.4850215,3.568080104,-0.668094654,-1.922144762,-2.003095721,-3.087896353,-7.042478973,0.249698708,-1.556419982,2.448190417,0.161605665,-3.719164797
-0.347612565,3.896544275,-0.403040159,-2.252522132,-1.738041225,-4.085103596,-6.941073927,0.514753203,-1.194731838,1.046229002,0.2990146,-3.581755862
-0.505960698,4.129062452,0.3461236,-2.26954929,-2.089992886,-4.562084047,-7.641197929,0.162801542,-1.546549146,1.855464895,0.140666467,-3.740103995
-0.49099722,3.708707858,0.233764475,-1.550571636,-1.732348382,-3.901946893,-6.981060775,0.520446047,-0.886411992,0.902844347,0.155629945,-3.199047421
-0.350769697,3.893387144,0.379456492,-2.148479171,-1.586656364,-4.329703407,-7.052142346,0.666138064,-1.25833372,1.04307187,0.295857468,-2.951189234
-0.576017097,4.444668533,-1.016355715,-2.348948744,-2.351356782,-4.640360536,-7.614113903,-0.098562353,-1.847152527,1.614450698,0.070610068,-3.810160394
-0.528156261,4.231164604,0.055120588,-2.492379834,-2.498778933,-4.348677825,-7.833256815,-0.245984505,-1.773524297,2.48261389,0.118470904,-3.050104183
